fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,sulphates,alcohol,type_binary,quality_binary
6.4,0.42,12.8,0.076,48.0,0.58,9.0,1,0
6.3,0.24,1.4,0.172,24.0,0.39,9.9,1,0
7.0,0.29,3.8,0.047,37.0,0.4,9.4,1,0
6.4,0.28,5.4,0.042,67.0,0.35,10.2,1,0
8.6,0.16,7.3,0.043,9.0,0.59,10.5,1,0
7.9,0.12,5.2,0.049,33.0,0.47,10.6,1,0
6.7,0.29,4.7,0.034,35.0,0.45,9.9,1,0
6.7,0.3,4.8,0.034,36.0,0.45,9.9,1,0
7.1,0.36,1.8,0.025,32.0,0.59,12.8,1,0
7.9,0.18,5.2,0.051,36.0,0.48,10.6,1,0
6.6,0.19,1.2,0.122,45.0,0.31,8.7,1,0
7.6,0.23,10.0,0.036,45.0,0.58,9.6,1,0
7.8,0.3,1.8,0.033,33.0,0.52,12.8,1,0
8.5,0.19,3.5,0.044,29.0,0.51,10.1,1,0
7.4,0.3,8.2,0.055,49.0,0.58,9.7,1,0
6.9,0.22,7.0,0.063,50.0,0.5,10.3,1,0
6.8,0.17,2.4,0.053,61.0,0.76,10.5,1,0
6.2,0.27,1.4,0.05,20.0,0.44,9.8,1,0
9.0,0.3,7.2,0.039,32.0,0.32,11.5,1,0
6.4,0.25,7.8,0.045,52.0,0.42,9.2,1,0
7.0,0.27,1.5,0.036,27.0,0.48,11.2,1,0
7.9,0.14,1.2,0.028,30.0,0.82,12.3,1,0
6.4,0.12,6.4,0.042,49.0,0.44,10.4,1,0
6.8,0.21,1.2,0.047,25.0,0.41,10.7,1,0
7.9,0.33,31.6,0.053,35.0,0.38,8.8,1,0
7.8,0.4,7.8,0.06,34.0,0.58,11.3,1,0
6.6,0.27,7.8,0.049,62.0,0.45,9.4,1,0
6.7,0.26,8.3,0.047,54.0,0.4,10.3,1,0
7.5,0.4,19.5,0.041,33.0,0.38,12.0,1,0
7.0,0.13,5.0,0.056,31.0,0.42,10.5,1,0
6.9,0.17,4.6,0.064,55.0,0.37,9.3,1,0
7.0,0.3,6.4,0.034,28.0,0.44,11.8,1,0
7.6,0.445,14.5,0.045,68.0,0.36,10.0,1,0
7.5,0.22,6.7,0.036,45.0,0.68,11.4,1,0
9.2,0.23,1.1,0.031,40.0,0.3,10.4,1,0
8.7,0.34,13.8,0.055,68.0,0.37,9.5,1,0
8.1,0.3,1.1,0.041,49.0,0.45,11.1,1,0
6.9,0.16,9.6,0.057,50.0,0.38,9.6,1,0
8.0,0.32,4.6,0.042,56.0,0.47,12.0,1,0
6.6,0.37,6.5,0.061,23.0,0.45,9.6,1,0
7.7,0.38,2.0,0.038,28.0,0.32,12.9,1,0
6.3,0.25,14.9,0.039,47.0,0.35,9.7,1,0
8.3,0.3,10.0,0.042,33.0,0.51,9.3,1,0
6.1,0.17,1.5,0.056,45.0,0.43,10.2,1,0
7.4,0.18,10.4,0.045,44.0,0.57,9.7,1,0
6.1,0.255,12.3,0.045,53.0,0.54,9.5,1,0
6.4,0.16,2.2,0.042,33.0,0.43,11.1,1,0
5.8,0.23,1.8,0.043,24.0,0.31,9.4,1,0
6.8,0.27,1.5,0.044,19.0,0.43,9.9,1,0
7.0,0.21,6.0,0.046,29.0,0.5,10.8,1,0
7.0,0.24,4.2,0.04,41.0,0.49,11.8,1,0
8.8,0.39,5.9,0.055,33.0,0.51,11.8,1,0
7.1,0.31,1.2,0.036,10.0,0.44,9.9,1,0
7.8,0.24,6.7,0.046,33.0,0.56,9.8,1,0
6.8,0.22,8.9,0.046,82.0,0.44,10.3,1,0
7.3,0.23,1.8,0.032,60.0,0.35,11.1,1,0
6.2,0.3,6.6,0.045,42.0,0.45,10.4,1,0
6.3,0.31,10.0,0.046,49.0,0.55,11.9,1,0
7.1,0.16,1.3,0.034,28.0,0.55,11.4,1,0
7.7,0.12,1.4,0.06,47.0,0.42,9.2,1,0
6.6,0.34,6.2,0.059,23.0,0.49,10.1,1,0
7.2,0.21,3.0,0.036,35.0,0.4,11.0,1,0
8.5,0.32,14.9,0.041,47.0,0.31,10.0,1,0
6.9,0.18,2.0,0.038,39.0,0.37,12.2,1,0
6.3,0.26,2.2,0.043,35.0,0.43,11.6,1,0
6.7,0.26,1.8,0.043,25.0,0.61,10.2,1,0
6.6,0.25,1.5,0.035,32.0,0.47,11.3,1,0
6.4,0.24,1.5,0.038,38.0,0.55,9.9,1,0
7.9,0.18,3.0,0.061,25.0,0.51,10.0,1,0
6.2,0.34,7.6,0.047,45.0,0.62,10.0,1,0
6.6,0.14,1.6,0.042,47.0,0.51,10.2,1,0
6.5,0.25,1.4,0.024,29.0,0.54,10.8,1,0
6.1,0.125,3.3,0.04,10.0,0.59,10.1,1,0
7.9,0.26,15.15,0.04,38.0,0.6,10.0,1,0
6.4,0.34,6.3,0.039,37.0,0.65,10.0,1,0
6.5,0.28,15.4,0.042,55.0,0.5,9.6,1,0
6.3,0.23,1.8,0.033,16.0,0.4,11.8,1,0
6.3,0.23,1.5,0.036,15.0,0.42,11.2,1,0
5.8,0.27,12.3,0.045,55.0,0.42,9.3,1,0
8.0,0.24,1.5,0.047,17.0,0.54,10.0,1,0
6.4,0.26,9.7,0.044,30.0,0.47,9.1,1,0
5.4,0.29,3.0,0.052,47.0,0.75,10.0,1,0
7.1,0.145,4.6,0.05,33.0,0.4,9.6,1,0
6.7,0.19,15.6,0.056,75.0,0.44,8.8,1,0
7.8,0.18,13.6,0.052,38.0,0.5,10.0,1,0
5.5,0.335,2.5,0.071,27.0,0.51,9.6,1,0
5.8,0.4,4.4,0.047,38.5,0.57,9.6,1,0
7.3,0.22,14.3,0.063,48.0,0.38,9.0,1,0
6.1,0.36,1.1,0.05,24.0,0.78,9.5,1,0
10.0,0.2,1.4,0.05,19.0,0.42,10.4,1,0
6.9,0.24,4.7,0.04,43.0,0.59,10.6,1,0
6.4,0.24,14.9,0.047,54.0,0.5,10.2,1,0
6.8,0.28,9.3,0.031,35.0,0.36,10.4,1,0
6.8,0.25,4.7,0.031,34.0,0.38,10.6,1,0
6.9,0.115,5.4,0.048,36.0,0.42,10.2,1,0
6.8,0.28,1.1,0.132,42.0,0.44,9.1,1,0
6.2,0.24,1.2,0.038,22.0,0.48,10.6,1,0
6.9,0.32,8.3,0.053,32.0,0.51,9.2,1,0
5.3,0.585,7.1,0.044,34.0,0.57,9.7,1,0
5.4,0.59,7.0,0.045,36.0,0.57,9.7,1,0
6.6,0.19,8.9,0.046,51.0,0.57,9.8,1,0
6.7,0.2,9.1,0.044,50.0,0.58,9.8,1,0
6.5,0.28,15.7,0.053,51.0,0.51,9.7,1,0
5.9,0.15,5.8,0.041,53.0,0.46,10.5,1,0
6.3,0.33,1.2,0.046,34.0,0.54,9.4,1,0
7.5,0.17,11.3,0.046,65.0,0.45,10.0,1,0
6.7,0.17,2.1,0.043,27.0,0.45,10.3,1,0
6.1,0.41,1.6,0.063,36.0,0.67,10.8,1,0
8.3,0.2,0.9,0.05,12.0,0.38,10.5,1,0
6.0,0.29,1.3,0.055,42.0,0.43,11.1,1,0
7.3,0.41,6.8,0.057,41.0,0.41,9.9,1,0
7.3,0.4,6.7,0.058,41.0,0.41,9.9,1,0
6.2,0.31,4.8,0.037,36.0,0.41,10.4,1,0
7.8,0.25,3.7,0.042,37.0,0.45,10.0,1,0
5.7,0.36,6.7,0.038,51.0,0.63,10.0,1,0
6.8,0.15,5.3,0.05,40.0,0.39,9.7,1,0
6.0,0.18,1.5,0.089,40.0,0.62,10.8,1,0
6.9,0.33,1.0,0.053,39.0,0.45,9.4,1,0
7.7,0.29,2.3,0.049,36.0,0.64,10.6,1,0
6.0,0.37,1.0,0.053,31.0,0.72,9.8,1,0
6.8,0.32,2.2,0.044,15.0,0.39,9.4,1,0
7.0,0.14,9.0,0.039,54.0,0.43,9.4,1,0
8.6,0.37,12.15,0.039,21.0,0.73,9.3,1,0
6.6,0.24,2.0,0.023,19.0,0.45,12.5,1,0
5.5,0.16,4.5,0.03,30.0,0.36,9.4,1,0
7.0,0.22,1.5,0.037,29.0,0.55,10.5,1,0
7.1,0.55,1.7,0.073,21.0,0.58,9.2,1,0
6.3,0.22,1.7,0.041,67.0,0.56,10.4,1,0
5.9,0.36,1.3,0.047,45.0,0.51,10.6,1,0
6.2,0.18,1.5,0.028,36.0,0.54,9.7,1,0
6.0,0.16,1.5,0.025,43.0,0.51,9.7,1,0
6.6,0.34,1.3,0.035,32.0,0.42,10.7,1,0
7.4,0.29,1.6,0.045,53.0,0.68,10.5,1,0
7.4,0.26,7.6,0.047,52.0,0.45,8.9,1,0
7.0,0.28,1.0,0.035,8.0,0.46,12.1,1,0
7.8,0.19,8.9,0.039,42.0,0.46,9.9,1,0
6.3,0.19,1.8,0.022,28.0,0.64,11.4,1,0
6.8,0.2,4.7,0.04,27.0,0.58,10.7,1,0
6.4,0.41,14.0,0.048,24.0,0.53,9.8,1,0
6.5,0.41,14.0,0.048,24.0,0.53,9.8,1,0
6.9,0.24,20.8,0.031,40.0,0.33,11.0,1,0
6.4,0.19,2.9,0.032,32.0,0.41,11.7,1,0
7.2,0.27,2.4,0.048,30.0,0.51,9.2,1,0
5.7,0.32,2.6,0.049,17.0,0.64,10.0,1,0
7.2,0.28,12.5,0.046,48.0,0.52,9.0,1,0
7.5,0.35,9.6,0.051,26.0,0.53,9.2,1,0
6.7,0.21,5.4,0.047,29.0,0.46,9.7,1,0
6.1,0.55,9.8,0.031,19.0,0.47,10.2,1,0
7.3,0.24,2.0,0.021,20.0,0.56,12.2,1,0
6.3,0.2,1.5,0.037,35.0,0.5,11.4,1,0
6.8,0.22,6.3,0.035,33.0,0.66,12.6,1,0
6.6,0.52,12.2,0.048,54.0,0.54,9.3,1,0
6.3,0.14,1.2,0.044,26.0,0.53,10.3,1,0
7.2,0.25,18.95,0.038,42.0,0.47,9.0,1,0
7.3,0.28,12.7,0.04,38.0,0.79,9.6,1,0
7.4,0.21,1.2,0.041,27.0,0.33,9.8,1,0
7.4,0.31,1.6,0.05,33.0,0.56,10.5,1,0
7.0,0.21,8.7,0.045,37.0,0.54,10.4,1,0
7.0,0.21,8.6,0.045,37.0,0.54,10.4,1,0
6.1,0.38,6.6,0.033,25.0,0.69,10.4,1,0
7.2,0.29,13.6,0.045,66.0,0.59,9.6,1,0
6.4,0.23,1.8,0.032,23.0,0.5,11.8,1,0
6.8,0.23,1.6,0.026,43.0,0.54,12.5,1,0
7.2,0.19,1.6,0.062,31.0,0.44,11.7,1,0
6.8,0.2,0.9,0.147,38.0,0.38,9.1,1,0
6.9,0.25,1.3,0.039,29.0,0.52,11.0,1,0
7.2,0.21,11.9,0.043,37.0,0.5,9.6,1,0
6.0,0.19,12.4,0.048,50.0,0.36,8.9,1,0
6.6,0.38,4.6,0.044,25.0,0.38,10.2,1,0
7.4,0.2,1.2,0.038,44.0,0.34,9.9,1,0
6.8,0.22,4.9,0.092,30.0,0.46,8.6,1,0
7.2,0.24,1.4,0.038,31.0,0.46,10.3,1,0
6.2,0.27,7.8,0.056,48.0,0.51,9.0,1,0
8.6,0.23,1.0,0.054,9.0,0.49,9.1,1,0
6.8,0.22,1.4,0.053,34.0,0.77,10.6,1,0
7.1,0.2,16.0,0.05,51.0,0.6,9.2,1,0
7.3,0.22,8.2,0.047,42.0,0.46,9.5,1,0
7.1,0.44,11.8,0.044,52.0,0.46,8.7,1,0
7.2,0.39,11.0,0.044,55.0,0.44,8.7,1,0
6.8,0.25,13.3,0.05,69.0,0.48,9.7,1,0
7.1,0.26,12.4,0.044,62.0,0.42,9.2,1,0
6.0,0.34,15.9,0.046,26.0,0.5,8.8,1,0
7.3,0.13,14.4,0.051,34.0,0.35,9.2,1,0
6.4,0.18,1.0,0.045,39.0,0.35,10.9,1,0
6.7,0.23,1.4,0.06,33.0,0.56,9.5,1,0
5.8,0.24,1.5,0.054,37.0,0.52,9.3,1,0
6.6,0.24,1.4,0.057,33.0,0.56,9.5,1,0
8.1,0.28,6.9,0.05,30.0,0.44,10.1,1,0
7.2,0.23,8.5,0.058,47.0,0.4,9.9,1,0
6.2,0.32,7.0,0.045,30.0,0.47,9.6,1,0
8.1,0.22,1.5,0.044,28.0,0.45,11.0,1,0
6.3,0.48,1.1,0.046,30.0,0.36,9.6,1,0
7.4,0.34,1.1,0.033,17.0,0.53,11.3,1,0
6.6,0.27,1.3,0.052,16.0,0.47,10.0,1,0
7.0,0.25,9.0,0.046,56.0,0.5,10.4,1,0
6.9,0.24,1.0,0.052,35.0,0.44,10.0,1,0
7.0,0.28,8.7,0.051,32.0,0.53,10.5,1,0
7.4,0.27,1.1,0.047,17.0,0.49,11.6,1,0
8.5,0.24,10.4,0.044,20.0,0.53,10.0,1,0
8.3,0.14,1.1,0.042,7.0,0.4,10.2,1,0
7.4,0.25,2.05,0.05,31.0,0.44,10.8,1,0
6.2,0.12,1.5,0.045,43.0,0.51,9.0,1,0
7.0,0.33,1.2,0.053,38.0,0.28,11.2,1,0
6.7,0.23,2.5,0.172,63.0,0.36,9.4,1,0
6.7,0.24,2.9,0.173,63.0,0.34,9.4,1,0
7.0,0.31,7.4,0.069,28.0,0.46,9.8,1,0
7.1,0.23,16.5,0.04,60.0,0.59,9.1,1,0
6.5,0.17,8.5,0.082,64.0,0.39,8.8,1,0
6.0,0.31,3.3,0.041,25.0,0.44,11.3,1,0
7.0,0.14,1.7,0.035,16.0,0.42,11.8,1,0
6.7,0.24,9.4,0.04,49.0,0.61,9.9,1,0
6.6,0.28,8.5,0.052,55.0,0.55,8.9,1,0
6.8,0.28,8.0,0.045,28.0,0.37,11.4,1,0
6.4,0.3,3.5,0.197,76.0,0.39,9.1,1,0
6.8,0.26,13.9,0.034,39.0,0.53,12.0,1,0
6.1,0.4,0.9,0.048,23.0,0.77,9.5,1,0
6.7,0.13,5.3,0.051,31.0,0.37,9.7,1,0
7.2,0.685,9.5,0.07,33.0,0.55,9.1,1,0
6.5,0.19,0.8,0.043,33.0,0.39,9.1,1,0
6.3,0.495,1.8,0.046,31.0,0.54,10.4,1,0
6.4,0.17,2.4,0.048,41.0,0.5,9.7,1,0
7.1,0.25,10.3,0.041,66.0,0.52,9.1,1,0
8.3,0.28,7.8,0.041,38.0,0.51,9.6,1,0
8.2,0.27,7.8,0.039,49.0,0.51,9.5,1,0
7.2,0.23,14.3,0.058,55.0,0.44,9.0,1,0
6.8,0.52,13.2,0.044,54.0,0.5,9.6,1,0
6.2,0.25,15.55,0.039,28.0,0.64,9.6,1,0
6.8,0.24,2.7,0.047,64.5,0.58,9.7,1,0
6.1,0.18,2.0,0.038,20.0,0.79,11.3,1,0
6.9,0.27,14.0,0.05,64.0,0.58,9.6,1,0
6.4,0.33,5.5,0.048,42.0,0.66,9.3,1,0
6.4,0.25,5.5,0.049,41.0,0.68,9.2,1,0
8.1,0.2,2.0,0.037,19.0,0.54,11.2,1,0
6.9,0.19,5.0,0.058,14.0,0.36,9.1,1,0
6.4,0.13,1.6,0.092,40.0,0.36,9.8,1,0
6.7,0.19,1.1,0.026,63.0,0.48,11.0,1,0
6.1,0.3,2.7,0.046,46.0,0.57,10.9,1,0
8.2,0.23,1.2,0.027,36.0,0.38,10.7,1,0
8.1,0.28,1.9,0.029,18.0,0.52,11.8,1,0
7.9,0.21,1.2,0.039,38.0,0.54,10.8,1,0
8.5,0.21,4.3,0.036,24.0,0.53,9.7,1,0
6.3,0.255,1.1,0.04,37.0,0.39,10.9,1,0
6.9,0.23,7.5,0.04,50.0,0.27,11.4,1,0
5.6,0.16,1.4,0.044,53.0,0.37,10.1,1,0
6.9,0.25,4.1,0.054,23.0,0.38,9.4,1,0
7.6,0.18,10.2,0.055,58.0,0.43,9.9,1,0
8.2,0.23,7.5,0.049,12.0,0.84,9.7,1,0
7.4,0.24,14.0,0.066,48.0,0.42,8.9,1,0
8.4,0.27,8.7,0.048,39.0,0.59,9.6,1,0
7.1,0.3,1.5,0.066,29.0,0.54,12.7,1,0
7.9,0.19,1.5,0.045,17.0,0.39,11.0,1,0
5.7,0.44,7.0,0.025,28.0,0.48,12.5,1,0
7.2,0.28,16.7,0.045,54.0,0.49,9.5,1,0
6.2,0.15,1.6,0.039,38.0,0.51,9.7,1,0
6.0,0.41,1.5,0.063,17.0,0.56,9.2,1,0
7.9,0.35,15.6,0.072,44.0,0.59,10.5,1,0
7.3,0.655,10.2,0.071,28.0,0.58,9.2,1,0
6.7,0.19,6.2,0.047,36.0,0.43,9.6,1,0
7.0,0.21,7.2,0.042,36.0,0.56,9.8,1,0
6.8,0.25,8.1,0.046,24.0,0.59,10.2,1,0
7.3,0.205,1.7,0.06,34.0,0.69,10.5,1,0
6.9,0.25,1.3,0.035,27.0,0.44,12.2,1,0
6.0,0.2,1.8,0.03,30.0,0.47,11.5,1,0
4.8,0.34,6.5,0.028,33.0,0.61,9.9,1,0
6.2,0.28,1.7,0.029,24.0,0.5,12.1,1,0
6.1,0.27,2.2,0.021,26.0,0.3,12.5,1,0
7.3,0.24,1.2,0.037,37.0,0.7,10.1,1,0
6.3,0.26,4.0,0.03,24.0,0.34,10.7,1,0
6.0,0.28,1.6,0.119,33.0,0.38,10.2,1,0
6.2,0.16,1.4,0.126,37.0,0.37,8.9,1,0
8.8,0.36,1.9,0.04,9.0,0.48,9.9,1,0
7.4,0.26,6.0,0.022,22.0,0.55,11.5,1,0
6.8,0.23,12.2,0.035,38.0,0.52,9.8,1,0
7.3,0.26,1.6,0.04,39.0,0.51,11.4,1,0
6.5,0.26,16.5,0.045,44.0,0.46,9.5,1,0
6.2,0.3,13.4,0.046,57.0,0.43,9.5,1,0
6.9,0.18,8.1,0.049,44.0,0.54,9.8,1,0
6.0,0.39,12.0,0.046,65.0,0.38,9.0,1,0
6.9,0.2,10.0,0.036,78.0,0.55,10.2,1,0
6.7,0.2,14.0,0.038,83.0,0.5,9.4,1,0
6.8,0.22,15.2,0.051,68.0,0.85,9.3,1,0
7.0,0.2,8.1,0.05,42.0,0.54,9.8,1,0
5.0,0.44,18.6,0.039,38.0,0.57,10.2,1,0
6.3,0.3,5.0,0.042,36.0,0.69,9.5,1,0
7.2,0.27,1.6,0.05,35.0,0.46,11.0,1,0
6.8,0.2,1.6,0.028,7.0,0.6,10.9,1,0
6.4,0.225,2.2,0.115,29.0,0.58,12.1,1,0
8.3,0.14,1.5,0.039,18.0,0.56,11.0,1,0
7.8,0.29,9.5,0.056,44.0,0.61,9.3,1,0
7.6,0.3,10.6,0.039,31.0,0.3,9.3,1,0
7.7,0.34,11.0,0.04,31.0,0.29,9.2,1,0
7.8,0.42,8.8,0.054,42.0,0.58,9.2,1,0
6.9,0.24,12.5,0.046,47.0,0.77,9.6,1,0
5.4,0.18,4.8,0.041,30.0,0.4,9.4,1,0
7.8,0.27,11.2,0.036,44.0,0.41,8.9,1,0
7.3,0.32,6.6,0.032,24.0,0.46,9.8,1,0
6.2,0.29,13.1,0.046,55.0,0.41,9.6,1,0
5.0,0.31,6.4,0.046,43.0,0.63,9.9,1,0
5.6,0.19,1.1,0.043,17.0,0.53,10.3,1,0
6.8,0.18,8.7,0.047,52.0,0.53,10.5,1,0
7.0,0.29,1.6,0.044,12.0,0.46,10.5,1,0
5.7,0.36,4.2,0.026,21.0,0.45,11.9,1,0
6.0,0.41,1.9,0.05,29.0,0.52,10.5,1,0
7.4,0.28,5.3,0.054,44.0,0.48,10.3,1,0
7.4,0.3,5.2,0.053,45.0,0.45,10.3,1,0
8.6,0.16,3.4,0.04,41.0,0.39,10.2,1,0
8.6,0.18,1.8,0.04,24.0,0.55,9.5,1,0
7.8,0.27,1.6,0.046,27.0,0.45,10.5,1,0
6.1,0.24,9.8,0.062,33.0,0.47,9.5,1,0
8.0,0.24,17.45,0.056,43.0,0.5,9.2,1,0
6.4,0.28,7.1,0.045,60.0,0.45,9.4,1,0
5.8,0.36,3.3,0.038,40.0,0.55,11.3,1,0
6.6,0.18,3.3,0.044,18.0,0.64,10.8,1,0
8.3,0.15,1.3,0.055,32.0,0.39,10.5,1,0
7.6,0.16,1.4,0.043,25.0,0.75,10.3,1,0
8.3,0.16,1.7,0.057,31.0,0.41,10.3,1,0
7.1,0.18,1.4,0.045,47.0,0.31,10.5,1,0
8.3,0.14,1.5,0.049,56.0,0.62,9.5,1,0
7.6,0.19,10.6,0.06,48.0,0.38,10.5,1,0
6.8,0.34,2.8,0.088,23.0,0.7,12.0,1,0
5.1,0.39,1.7,0.027,15.0,0.45,12.5,1,0
6.0,0.19,1.5,0.152,9.0,0.46,9.8,1,0
6.6,0.13,4.9,0.058,47.0,0.45,10.3,1,0
6.5,0.26,12.5,0.046,80.0,0.41,10.0,1,0
6.6,0.26,1.4,0.039,13.0,0.49,10.9,1,0
6.8,0.18,8.5,0.047,52.0,0.53,10.5,1,0
8.0,0.29,13.2,0.046,26.0,0.37,9.7,1,0
5.9,0.31,7.7,0.047,60.0,0.39,9.6,1,0
7.7,0.3,1.6,0.037,23.0,0.33,11.0,1,0
7.0,0.24,1.4,0.031,27.0,0.39,11.9,1,0
7.7,0.32,10.6,0.036,56.0,0.44,8.9,1,0
6.5,0.26,12.9,0.044,69.0,0.43,10.0,1,0
6.2,0.35,7.3,0.044,56.0,0.55,10.0,1,0
7.1,0.13,1.8,0.046,14.0,0.9,11.7,1,0
6.3,0.27,11.75,0.037,61.0,0.53,9.5,1,0
7.6,0.22,9.7,0.035,26.0,0.49,9.8,1,0
6.5,0.17,1.4,0.028,14.0,0.55,10.1,1,0
7.3,0.24,15.4,0.05,38.0,0.42,9.0,1,0
6.1,0.19,4.0,0.023,23.0,0.51,11.6,1,0
5.9,0.26,12.5,0.034,36.0,0.43,9.5,1,0
6.5,0.34,1.8,0.041,43.0,0.37,9.6,1,0
6.8,0.22,17.5,0.039,38.0,0.42,9.0,1,0
7.3,0.3,7.35,0.025,51.0,0.32,11.4,1,0
7.2,0.29,7.6,0.024,56.0,0.32,11.5,1,0
6.8,0.19,14.2,0.038,51.0,0.48,9.6,1,0
6.8,0.28,13.9,0.047,49.0,0.51,9.0,1,0
6.3,0.26,7.2,0.039,38.0,0.64,9.7,1,0
7.7,0.22,1.9,0.052,10.0,0.49,11.8,1,0
6.1,0.41,1.6,0.049,16.0,0.5,10.4,1,0
7.2,0.34,4.2,0.047,51.0,0.76,12.3,1,0
7.7,0.34,8.8,0.063,39.0,0.63,9.2,1,0
7.8,0.22,10.3,0.059,28.0,0.47,10.0,1,0
7.2,0.35,12.4,0.051,6.0,0.39,11.5,1,0
6.1,0.26,2.2,0.05,61.0,0.6,9.8,1,0
6.5,0.28,5.2,0.04,44.0,0.69,9.4,1,0
8.2,0.22,1.8,0.047,47.0,0.5,10.2,1,0
8.2,0.23,1.8,0.047,47.0,0.5,10.2,1,0
7.3,0.3,6.4,0.056,44.0,0.35,10.1,1,0
7.4,0.24,10.7,0.042,26.0,0.36,9.7,1,0
7.4,0.26,7.9,0.049,38.0,0.48,8.9,1,0
7.0,0.23,5.8,0.04,25.0,0.58,9.5,1,0
7.3,0.2,1.2,0.037,48.0,0.49,10.9,1,0
7.0,0.29,4.9,0.034,26.0,0.44,10.8,1,0
6.7,0.3,1.4,0.18,36.0,0.54,9.4,1,0
7.2,0.24,1.4,0.045,31.0,0.38,10.8,1,0
6.4,0.16,1.4,0.04,41.0,0.58,10.0,1,0
6.7,0.24,8.7,0.036,29.0,0.62,9.9,1,0
7.0,0.21,8.5,0.033,31.0,0.56,10.5,1,0
5.5,0.35,1.1,0.045,14.0,0.68,9.9,1,0
6.4,0.3,2.25,0.038,8.0,0.62,9.9,1,0
7.8,0.18,12.2,0.053,46.0,0.53,8.9,1,0
5.9,0.62,3.5,0.039,55.0,0.44,12.0,1,0
6.7,0.27,1.3,0.041,62.0,0.42,10.0,1,0
7.8,0.34,1.8,0.042,8.0,0.41,12.1,1,0
7.3,0.26,5.2,0.04,31.0,0.59,11.0,1,0
7.4,0.36,1.4,0.025,27.0,0.33,11.2,1,0
6.1,0.31,2.2,0.051,28.0,0.47,10.4,1,0
7.4,0.15,1.7,0.045,49.0,0.6,10.4,1,0
5.9,0.13,1.9,0.05,20.0,0.64,10.8,1,0
6.9,0.25,1.3,0.038,22.0,0.39,11.4,1,0
5.8,0.36,1.7,0.033,22.0,0.38,11.2,1,0
5.9,0.32,3.3,0.114,24.0,0.45,9.2,1,0
6.1,0.28,1.8,0.034,32.0,0.44,12.6,1,0
5.2,0.36,1.6,0.031,24.0,0.35,12.2,1,0
5.6,0.19,4.5,0.03,19.0,0.45,11.2,1,0
6.4,0.1,4.9,0.048,31.0,0.79,9.7,1,0
7.4,0.25,13.2,0.067,53.0,0.48,9.0,1,0
6.8,0.25,4.55,0.053,41.0,0.67,9.5,1,0
6.3,0.26,1.5,0.052,34.0,0.61,9.8,1,0
7.4,0.37,5.7,0.061,12.0,0.69,10.7,1,0
7.4,0.24,4.3,0.032,9.0,0.39,11.1,1,0
7.8,0.26,1.9,0.051,52.0,0.5,10.9,1,0
7.2,0.28,10.7,0.044,61.0,0.5,9.1,1,0
6.1,0.36,6.4,0.037,36.0,0.62,9.9,1,0
7.6,0.29,17.5,0.041,51.0,0.66,9.5,1,0
6.7,0.19,1.0,0.022,22.0,0.57,11.1,1,0
6.4,0.33,1.1,0.038,30.0,0.42,10.5,1,0
5.6,0.25,3.6,0.037,18.0,0.5,12.6,1,0
7.2,0.18,4.4,0.046,57.0,0.62,11.2,1,0
7.7,0.2,13.9,0.05,44.0,0.48,10.0,1,0
8.2,0.27,1.6,0.035,31.0,0.5,12.3,1,0
6.0,0.39,2.7,0.038,39.0,0.5,10.8,1,0
7.7,0.42,9.2,0.048,22.0,0.61,9.2,1,0
6.9,0.31,1.6,0.032,23.0,0.47,11.7,1,0
6.5,0.23,13.8,0.042,25.0,0.56,10.4,1,0
6.2,0.25,10.0,0.044,78.0,0.47,9.5,1,0
6.6,0.25,14.4,0.052,40.0,0.5,9.1,1,0
6.4,0.25,5.5,0.038,15.0,0.49,9.6,1,0
5.8,0.2,1.5,0.031,21.0,0.55,11.0,1,0
7.0,0.2,2.0,0.03,26.0,0.61,10.2,1,0
7.4,0.2,2.1,0.022,34.0,0.55,12.2,1,0
5.9,0.25,11.3,0.052,30.0,0.44,9.5,1,0
5.9,0.29,12.0,0.057,48.0,0.41,9.0,1,0
6.1,0.28,6.9,0.056,44.0,0.4,9.1,1,0
6.3,0.21,13.9,0.046,68.0,0.5,10.4,1,0
7.7,0.24,1.8,0.051,52.0,0.5,10.8,1,0
7.4,0.19,1.4,0.057,33.0,0.5,9.6,1,0
5.3,0.32,6.6,0.043,22.0,0.6,10.4,1,0
7.0,0.32,6.2,0.048,31.0,0.62,9.4,1,0
5.8,0.31,1.2,0.036,23.0,0.6,10.5,1,0
6.9,0.24,4.8,0.04,16.0,0.64,10.7,1,0
6.1,0.17,4.5,0.033,46.0,0.49,10.9,1,0
5.9,0.14,4.5,0.027,34.0,0.51,10.8,1,0
7.4,0.105,12.2,0.05,57.0,0.37,9.0,1,0
6.7,0.31,2.1,0.038,18.0,0.63,10.6,1,0
5.9,0.24,12.3,0.053,34.0,0.45,9.5,1,0
7.7,0.27,5.3,0.03,30.0,0.42,12.2,1,0
9.0,0.27,4.9,0.028,27.0,0.4,11.3,1,0
7.1,0.17,7.4,0.052,49.0,0.52,9.6,1,0
6.8,0.22,1.7,0.036,38.0,0.72,12.5,1,0
6.1,0.14,1.3,0.047,37.0,0.46,10.0,1,0
7.8,0.42,9.2,0.058,34.0,0.55,9.3,1,0
6.6,0.28,1.7,0.038,22.0,0.57,11.6,1,0
9.5,0.42,2.3,0.034,22.0,0.52,11.0,1,0
6.0,0.31,3.6,0.067,18.0,0.66,11.0,0,0
